run_id,query,source_api,source_id,doi,title,year,authors,type,abstract,landing_url,pdf_url,license,oa_status,ontology_score,provisional_score,automatic_signal,decision,decision_reason,citation_relation
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3042838018,https://doi.org/10.1145/3405755.3406128,"Intentions, Meanings, and Whys",2020,,conference-paper,,https://doi.org/10.1145/3405755.3406128,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3091582525,https://doi.org/10.1145/3410992.3410996,Natural language goal understanding for smart home environments,2020,,conference-paper,,https://doi.org/10.1145/3410992.3410996,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3163689461,https://doi.org/10.1145/3411763.3451827,Nurse AMIE: Using Smart Speakers to Provide Supportive Care Intervention for Women with Metastatic Breast Cancer,2021,,conference-paper,,https://doi.org/10.1145/3411763.3451827,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4389675247,https://doi.org/10.1145/3637228,Measuring and Clustering Heterogeneous Chatbot Designs,2023,,article,,https://doi.org/10.1145/3637228,https://dl.acm.org/doi/pdf/10.1145/3637228,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4210326944,https://doi.org/10.1016/j.invent.2022.100502,Automatic topic selection for long-term interaction with embodied conversational agents in health coaching: A micro-randomized trial,2022,,article,,https://doi.org/10.1016/j.invent.2022.100502,https://www.sciencedirect.com/science/article/pii/S2214782922000094/pdf,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3128215257,https://doi.org/10.1145/3411763.3441336,Let’s Talk About CUIs: Putting Conversational User Interface Design Into Practice,2021,,conference-paper,,https://doi.org/10.1145/3411763.3441336,https://cronfa.swan.ac.uk/Record/cronfa56148,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W7127161362,https://doi.org/10.3390/jtaer21020049,Exploring the Customer Experience Regarding AI-Powered Fintech Chatbots in Terms of SOR Theory,2026,,article,,https://doi.org/10.3390/jtaer21020049,https://www.mdpi.com/0718-1876/21/2/49/pdf,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3042944269,https://doi.org/10.1145/3405755.3406133,Decision Trees as Sociotechnical Objects in Chatbot Design,2020,,conference-paper,,https://doi.org/10.1145/3405755.3406133,,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W2967963910,https://doi.org/10.1145/3342775.3342800,"In case of emergency, order pizza",2019,,conference-paper,,https://doi.org/10.1145/3342775.3342800,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4384520755,https://doi.org/10.1145/3571884.3603758,From Writing Dialogue to Designing Conversation: Considering the potential of Conversation Analysis for Voice User Interfaces,2023,,conference-paper,,https://doi.org/10.1145/3571884.3603758,https://dl.acm.org/doi/pdf/10.1145/3571884.3603758,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4402693080,https://doi.org/10.1177/17504813241267069,Can AI explain AI? Interactive co-construction of explanations among human and artificial agents,2024,,article,,https://doi.org/10.1177/17504813241267069,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3184033118,https://doi.org/10.15346/hc.v8i2.114,Interfacing participation in citizen science projects with conversational agents,2021,,article,,https://doi.org/10.15346/hc.v8i2.114,https://hcjournal.org/index.php/jhc/article/download/114/114,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4390094937,https://doi.org/10.1145/3570945.3607361,Accomodating User Expressivity while Maintaining Safety for a Virtual Alcohol Misuse Counselor,2023,,conference-paper,,https://doi.org/10.1145/3570945.3607361,https://dl.acm.org/doi/pdf/10.1145/3570945.3607361,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4390674437,https://doi.org/10.1016/j.csl.2023.101603,A tag-based methodology for the detection of user repair strategies in task-oriented conversational agents,2024,,article,,https://doi.org/10.1016/j.csl.2023.101603,,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4413506252,https://doi.org/10.1016/j.jss.2025.112600,A model-based solution for automated (Re-)engineering of task-oriented chatbots,2025,,article,,https://doi.org/10.1016/j.jss.2025.112600,,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W7118124589,https://doi.org/10.1007/s43621-025-02554-2,Digital behaviour change ecosystems for sustainable innovation,2026,,article,,https://doi.org/10.1007/s43621-025-02554-2,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4295955350,https://doi.org/10.1145/3543829.3543839,Comparing Command Construction in Native and Non-Native Speaker IPA Interaction through Conversation Analysis,2022,,conference-paper,,https://doi.org/10.1145/3543829.3543839,https://dl.acm.org/doi/pdf/10.1145/3543829.3543839,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4309620152,https://doi.org/10.1145/3555768,Unveiling Practices of Customer Service Content Curators of Conversational Agents,2022,,article,,https://doi.org/10.1145/3555768,,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4389324373,https://doi.org/10.2196/42823,Effectiveness and User Perception of an In-Vehicle Voice Warning for Hypoglycemia: Development and Feasibility Trial,2023,,article,,https://doi.org/10.2196/42823,https://humanfactors.jmir.org/2024/1/e42823/PDF,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4297828656,https://doi.org/10.1145/3520495.3520512,Swipe a Screen or Say the Word: Older Adults’ Preferences for Information-seeking with Touchscreen and Voice-User Interfaces,2021,,conference-paper,,https://doi.org/10.1145/3520495.3520512,,,,2,5,termos=5; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4400397495,https://doi.org/10.1145/3640794.3665534,Participatory Design with Domain Experts: A Delphi Study for a Career Support Chatbot,2024,,conference-paper,,https://doi.org/10.1145/3640794.3665534,,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4417154880,https://doi.org/10.1007/s00146-025-02743-7,Social robots as designed artifacts: the impact of programming tools on “human–robot interaction”,2025,,article,,https://doi.org/10.1007/s00146-025-02743-7,,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4366594142,https://doi.org/10.1145/3544549.3583179,A Special Interest Group on Developing Theories of Language Use in Interaction with Conversational User Interfaces,2023,,conference-paper,,https://doi.org/10.1145/3544549.3583179,https://dl.acm.org/doi/pdf/10.1145/3544549.3583179,,,2,5,termos=9; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4379232902,https://doi.org/10.55612/s-5002-055-007,Lessons Learned from Modeling the Interaction with Conversational Agents,2023,,article,,https://doi.org/10.55612/s-5002-055-007,,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3165479615,https://doi.org/10.21428/5395bc37.d8801b95,"Conversational Smart Products: A Research Opportunity, First Investigation And Definition",2019,,book-chapter,,https://doi.org/10.21428/5395bc37.d8801b95,https://desform19.pubpub.org/pub/conversational-smart-products/download/pdf,,,2,5,termos=5; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4407927003,https://doi.org/10.1515/icom-2024-0067,Breaking down barriers to warning technology adoption: usability and usefulness of a messenger app warning bot,2025,,article,,https://doi.org/10.1515/icom-2024-0067,,,,2,5,termos=5; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4366527501,https://doi.org/10.1145/3544549,Extended Abstracts of the 2023 CHI Conference on Human Factors in Computing Systems,2023,,paratext,,https://doi.org/10.1145/3544549,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4312007365,https://doi.org/10.2196/preprints.42823,Effectiveness and User Perception of an In-Vehicle Voice Warning for Hypoglycemia: Development and Feasibility Trial (Preprint),2022,,preprint,,https://doi.org/10.2196/preprints.42823,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3094070664,https://doi.org/10.1109/ies50839.2020.9231777,Implementation of Screen-Smart Device Interaction (SSI) for Posting Content in Public Display Using Chat-based File Input,2020,,conference-paper,,https://doi.org/10.1109/ies50839.2020.9231777,,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3191970184,https://doi.org/10.25047/jtit.v8i1.221,Pembuatan File Input berbasis Chat untuk Screen-Smart Device Interaction (SSI),2021,,article,,https://doi.org/10.25047/jtit.v8i1.221,http://jtit.polije.ac.id/index.php/jtit/article/download/221/128,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3205511230,https://doi.org/10.1007/978-981-16-3476-5_1,Adaptive Systems for Multicultural and Ageing Societies,2021,,book-chapter,,https://doi.org/10.1007/978-981-16-3476-5_1,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4327499153,https://doi.org/10.1007/978-3-031-28241-6_56,Designing Useful Conversational Interfaces for Information Retrieval in Career Decision-Making Support,2023,,conference-paper,,https://doi.org/10.1007/978-3-031-28241-6_56,,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4383649763,https://doi.org/10.1007/978-3-031-35129-7_6,Research on Conversational Interaction Design Strategy of Shopping APP Based on Context Awareness,2023,,conference-paper,,https://doi.org/10.1007/978-3-031-35129-7_6,,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4384520839,https://doi.org/10.1145/3571884.3597440,Is CUI Design Ready Yet? A Workshop on Community Practices and Gaps in CUI Design & Resource Development,2023,,conference-paper,,http://dx.doi.org/10.1145/3571884.3597440,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4398217966,https://doi.org/10.1007/978-3-031-60615-1_3,A Proposal to Extend the Modeling Language for Interaction as Conversation for the Design of Conversational Agents,2024,,conference-paper,,https://doi.org/10.1007/978-3-031-60615-1_3,,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4412932154,https://doi.org/10.1063/5.0268911,Refining interface of the Indonesian ministry of health’s website based on user experience questionnaire (UEQ),2025,,conference-paper,,https://doi.org/10.1063/5.0268911,,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W7204647316,https://doi.org/10.1007/s10339-026-01391-z,Exploring conflict-related behavioral intentions in AI and human role-playing interventions: evidence from behavioral experiments and linguistic analyses,2026,,article,,https://doi.org/10.1007/s10339-026-01391-z,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W178706107,https://doi.org/10.1016/b978-0-08-050264-9.50014-2,Applying the Technology of Conversation to the Technology for Conversation,1990,,book-chapter,,https://doi.org/10.1016/b978-0-08-050264-9.50014-2,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W612386859,https://doi.org/10.5860/choice.48-6242,Living with complexity,2011,,book-review,,https://doi.org/10.5860/choice.48-6242,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W1489098793,,Brave NUI World: Designing Natural User Interfaces for Touch and Gesture,2011,,article,,http://bvbr.bib-bvb.de:8991/F?func=service&amp;doc_library=BVB01&amp;local_base=BVB01&amp;doc_number=020692455&amp;sequence=000002&amp;line_number=0001&amp;func_code=DB_RECORDS&amp;service_type=MEDIA,,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W1561256858,,3D User Interfaces: Theory and Practice,2004,,article,,http://www.loc.gov/catdir/toc/ecip0417/2004008403.html,,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W1567920151,,In the Beginning...Was the Command Line,1999,,book,,https://www.johnloomis.org/ece537/notes/history/command1.pdf,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W1576050616,https://doi.org/10.1017/cbo9780511490002,Conversation Analysis and Psychotherapy,2008,,book,,https://doi.org/10.1017/cbo9780511490002,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W1598121796,https://doi.org/10.1108/03684920810877043,Conversational Informatics: An Engineering Approach,2008,,article,,https://doi.org/10.1108/03684920810877043,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W1963648925,https://doi.org/10.1162/105474603322391668,"Understanding Virtual Reality—Interface, Application, and Design",2003,,article,,https://doi.org/10.1162/105474603322391668,,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W1980298376,https://doi.org/10.1353/lan.1977.0041,The preference for self-correction in the organization of repair in conversation,1977,,article,,https://doi.org/10.1353/lan.1977.0041,,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W1997372575,,Everyday Language: Studies in Ethnomethodology,1979,,article,,http://ci.nii.ac.jp/ncid/BA21436551,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W2005639687,https://doi.org/10.1080/01449298208914450,The future of interactive systems and the emergence of direct manipulation†,1982,,article,,https://doi.org/10.1080/01449298208914450,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W2125570972,https://doi.org/10.1017/s004740450001455x,The organization of repair in classroom talk,1990,,article,,https://doi.org/10.1017/s004740450001455x,,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W2145618437,https://doi.org/10.1017/s135132490000005x,Natural language interfaces to databases – an introduction,1995,,article,,https://doi.org/10.1017/s135132490000005x,,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W2153190547,https://doi.org/10.2307/412243,A simplest systematics for the organization of turn-taking for conversation,1974,,article,,https://doi.org/10.2307/412243,,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W2485899394,https://doi.org/10.1016/b978-0-12-382231-4.00002-2,The Natural User Interface,2011,,book-chapter,,https://doi.org/10.1016/b978-0-12-382231-4.00002-2,,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W2494161868,https://doi.org/10.1016/b978-0-08-050264-9.50008-7,The Very Idea,1990,,book-chapter,,https://doi.org/10.1016/b978-0-08-050264-9.50008-7,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W2498260772,,Sequence Organization in Interaction: A Primer in Conversation Analysis,2007,,article,,http://bvbr.bib-bvb.de:8991/F?func=service&amp;doc_library=BVB01&amp;doc_number=015563139&amp;line_number=0001&amp;func_code=DB_RECORDS&amp;service_type=MEDIA,,,,2,5,termos=6; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W2500923152,https://doi.org/10.1007/978-3-319-33138-6,Introduction to the History of Computing,2016,,book,,https://doi.org/10.1007/978-3-319-33138-6,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W3012130705,,Introduction to the History of Computing: A Computing History Primer,2016,,article,,https://bvbr.bib-bvb.de:443/F?func=service&doc_library=BVB01&local_base=BVB01&doc_number=029090660&sequence=000003&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W3114651854,https://doi.org/10.4324/9781315387826-6,Talk at work,2017,,book-chapter,,https://doi.org/10.4324/9781315387826-6,,,,2,5,termos=4; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,referenciado,OpenAlex-citation,https://openalex.org/W4248634141,https://doi.org/10.1353/lan.1974.0010,A simplest systematics for the organization of turn-taking for conversation,1974,,article,,https://doi.org/10.1353/lan.1974.0010,,,,2,5,termos=5; relação=referenciado,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,referenciado
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3159016082,https://doi.org/10.1145/3449101,My Bad! Repairing Intelligent Voice Assistant Errors Improves Interaction,2021,,article,,https://doi.org/10.1145/3449101,,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4225102280,https://doi.org/10.1145/3491102.3501972,How do you Converse with an Analytical Chatbot? Revisiting Gricean Maxims for Designing Analytical Conversational Behavior,2022,,conference-paper,,https://doi.org/10.1145/3491102.3501972,https://dl.acm.org/doi/pdf/10.1145/3491102.3501972,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4396833739,https://doi.org/10.1145/3613904.3642183,Cooking With Agents: Designing Context-aware Voice Interaction,2024,,conference-paper,,https://doi.org/10.1145/3613904.3642183,,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4400117494,https://doi.org/10.2196/50295,Resilient Artificial Intelligence in Health: Synthesis and Research Agenda Toward Next-Generation Trustworthy Clinical Decision Support,2024,,article,,https://doi.org/10.2196/50295,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4317659197,https://doi.org/10.1145/3579541,Explaining Recommendations through Conversations: Dialog Model and the Effects of Interface Type and Degree of Interactivity,2023,,article,,https://doi.org/10.1145/3579541,https://dl.acm.org/doi/pdf/10.1145/3579541,,,2,5,termos=5; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4406975180,https://doi.org/10.1145/3708359.3712089,Controlling AI Agent Participation in Group Conversations: A Human-Centered Approach,2025,,conference-paper,,https://doi.org/10.1145/3708359.3712089,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4312222616,https://doi.org/10.1007/s10660-022-09654-5,Importance of the perceived quality of touchpoints for customer journey analysis – evidence from the B2B sector,2022,,article,,https://doi.org/10.1007/s10660-022-09654-5,https://link.springer.com/content/pdf/10.1007/s10660-022-09654-5.pdf,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W2979540955,https://doi.org/10.1007/s42486-019-00014-1,Manifestation of virtual assistants and robots into daily life: vision and challenges,2019,,article,,https://doi.org/10.1007/s42486-019-00014-1,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3179366122,https://doi.org/10.1016/j.invent.2021.100428,A systematic review of the engagement with social media–delivered interventions for improving health outcomes among sexual and gender minorities,2021,,review,,https://doi.org/10.1016/j.invent.2021.100428,https://www.sciencedirect.com/science/article/pii/S2214782921000683/pdf,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W2901818665,https://doi.org/10.1007/978-3-030-17705-8_14,Chasing the Chatbots,2019,,conference-paper,,https://doi.org/10.1007/978-3-030-17705-8_14,,,,2,5,termos=8; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3163689461,https://doi.org/10.1145/3411763.3451827,Nurse AMIE: Using Smart Speakers to Provide Supportive Care Intervention for Women with Metastatic Breast Cancer,2021,,conference-paper,,https://doi.org/10.1145/3411763.3451827,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4384520663,https://doi.org/10.1145/3571884.3597143,"Trends, Challenges and Processes in Conversational Agent Design: Exploring Practitioners’ Views through Semi-Structured Interviews",2023,,conference-paper,,https://doi.org/10.1145/3571884.3597143,https://dl.acm.org/doi/pdf/10.1145/3571884.3597143,,,2,5,termos=6; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3183535188,https://doi.org/10.1145/3469595.3469596,Conversational review-based explanations for recommender systems: Exploring users’ query behavior,2021,,conference-paper,,https://doi.org/10.1145/3469595.3469596,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4229065495,https://doi.org/10.1145/3477314.3507255,Automating the measurement of heterogeneous chatbot designs,2022,,conference-paper,,https://doi.org/10.1145/3477314.3507255,https://repositorio.uam.es/bitstream/10486/711653/1/automating_ca%c3%b1izares_SAC_2022.pdf,,,2,5,termos=7; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W3184695370,https://doi.org/10.1145/3469595.3469606,Leaving the Butler Behind: The Future of Role Reproduction in CUI,2021,,conference-paper,,https://doi.org/10.1145/3469595.3469606,,,,2,5,termos=5; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4381544228,https://doi.org/10.3390/ijerph20126182,Modeling the Conversation with Digital Health Assistants in Adherence Apps: Some Considerations on the Similarities and Differences with Familiar Medical Encounters,2023,,article,,https://doi.org/10.3390/ijerph20126182,,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
citation-20260907T231123Z,citante,OpenAlex-citation,https://openalex.org/W4410906101,https://doi.org/10.1007/978-3-031-93502-2_5,"Constructing A Conversation-First Dialogue Model for Comprehensive, Evidence-Based Counseling for HPV Vaccination for Young Adults",2025,,conference-paper,,https://doi.org/10.1007/978-3-031-93502-2_5,https://pmc.ncbi.nlm.nih.gov/articles/PMC12231740/pdf/nihms-2092027.pdf,,,2,5,termos=4; relação=citante,candidato-por-citacao,Aderência preliminar por título; requer confirmação posterior.,citante
