corpus_id,title,doi,locations,queried_at,error
DCM-00598,Conversation Dispositifs: Towards a Transdisciplinary Design Anthropological Approach,10.5040/9781474280617.ch-008,0,2026-09-01T00:57:00.209336+00:00,
DCM-00599,Conversation Theory Conceptualized in E-Learning Environments,10.4018/978-1-59904-597-9.ch006,0,2026-09-01T00:57:00.150515+00:00,
DCM-00600,Conversation Piece,10.1007/978-3-7643-8142-4_48,0,2026-09-01T00:57:00.162679+00:00,
DCM-00601,Rights and Responsibilities in Conversation Practice,10.1007/978-0-387-75843-5_8,0,2026-09-01T00:57:00.209336+00:00,
DCM-00602,In Conversation with Meena Kotecha on Mixed Methods Research Design,10.4135/9781036230791,0,2026-09-01T00:57:00.287470+00:00,
DCM-00603,Conversation Analysis,10.4135/9781071812082.n118,0,2026-09-01T00:57:00.287470+00:00,
DCM-00604,Design in conversation,10.4324/9781315567594-5,0,2026-09-01T00:57:01.220226+00:00,
DCM-00605,Design as conversation and perception,10.4324/9780080454979-23,0,2026-09-01T00:57:01.263902+00:00,
DCM-00607,Aspects of Language Use in Design Conversation*,10.1201/9780429182433-21,0,2026-09-01T00:57:01.325597+00:00,
DCM-00608,Working with Gordon Pask (1967-1978),10.4018/978-1-59904-597-9.ch002,0,2026-09-01T00:57:01.381148+00:00,
DCM-00609,Conversation,10.1016/b978-155860768-2/50005-0,0,2026-09-01T00:57:01.440629+00:00,
DCM-00610,Conversation Analysis Applied to User-Centred Design: A Study of Who ‘The User’ Is,10.1057/9780230316874_11,0,2026-09-01T00:57:01.408098+00:00,
DCM-00611,Conversation Dispositifs: Towards a Transdisciplinary Design Anthropological Approach,10.4324/9781003085188-10,0,2026-09-01T00:57:01.546340+00:00,
DCM-00613,Conversation,10.5040/9781474223492.ch-003,0,2026-09-01T00:57:01.528159+00:00,
DCM-00614,Summary: Interface Design as Visual Conversation,10.1016/b978-0-12-398536-1.00012-7,0,2026-09-01T00:57:02.427362+00:00,
DCM-00616,Analysing conversation: Studying design as social action,10.1016/j.destud.2012.06.008,0,2026-09-01T00:57:02.527362+00:00,
DCM-00618,Design and Implementation Issues for Convincing Conversational Agents,10.4018/978-1-60960-617-6.ch007,0,2026-09-01T00:57:02.592849+00:00,
DCM-00619,Designing Child-Safe Conversational AI: Three Dilemmas for Responsible Design,10.1145/3719160.3737638,0,2026-09-01T00:57:02.601260+00:00,
DCM-00621,Conversational activity UX patterns,10.1145/3304087.3304093,0,2026-09-01T00:57:02.649641+00:00,
DCM-00622,Sharing Design Ideas: Conversational Grounding in Collaborative Design,10.1007/978-1-4471-0779-8_32,0,2026-09-01T00:57:02.603614+00:00,
DCM-00624,Conversational Photographs,10.1007/978-3-319-21939-4_5,0,2026-09-01T00:57:02.729450+00:00,
DCM-00626,Increasing Transparency to Design Inclusive Conversational Agents (CAs): Perspectives and Open Issues,10.1145/3571884.3604304,0,2026-09-01T00:57:02.761203+00:00,
DCM-00628,Conversational Agents for Physical World Navigation,10.1007/978-3-319-95579-7_4,0,2026-09-01T00:57:03.617418+00:00,
DCM-00629,Conversational Style: Beyond the Nuts and Bolts of Conversation,10.1007/978-3-319-95579-7_8,0,2026-09-01T00:57:03.728602+00:00,
DCM-00632,Conversational and Discourse Analysis Tools,10.4135/9781071878699.n11,0,2026-09-01T00:57:03.809738+00:00,
DCM-00634,Recipient Design for Conversational Agents: Tailoring Agent’s Utterance to User’s Knowledge,10.1145/3469595.3469625,0,2026-09-01T00:57:03.863374+00:00,
DCM-00635,Consommé-I: Conversational AI as Design Method in a Domestic Installation Case,10.2139/ssrn.6886398,0,2026-09-01T00:57:03.816022+00:00,
DCM-00636,Conversational Speech Interfaces and Technologies,10.1201/9781420088861-8,0,2026-09-01T00:57:03.898783+00:00,
DCM-00637,Crossing the Line? The Paradox of Human-Like Design in Conversational Agents,10.1145/3719160.3737612,0,2026-09-01T00:57:03.931677+00:00,
DCM-00638,The Design of VoIP Systems with High Perceptual Conversational Quality,10.1201/9781420093391-6,0,2026-09-01T00:57:03.975663+00:00,
DCM-00641,Safety First: Conversational Agents for Health Care,10.1007/978-3-319-95579-7_3,0,2026-09-01T00:57:04.854591+00:00,
DCM-00642,Towards Trustworthy Conversational Agents for Children,10.1145/3501712.3538826,0,2026-09-01T00:57:04.931270+00:00,
DCM-00645,Enhancing Human-Centered Communication Design in AI Health Conversational Agents (Preprint),10.2196/preprints.96695,0,2026-09-01T00:57:04.988643+00:00,
DCM-00648,Conversational techniques in computer-aided bearing design,10.1016/0041-2678(70)90047-3,0,2026-09-01T00:57:05.032286+00:00,
DCM-00649,CADS (Conversational Analyser and Drafting system) developed by IHI,10.1016/0010-4485(74)90182-1,0,2026-09-01T00:57:05.066003+00:00,
DCM-00650,Building a Social Conversational Pedagogical Agent,10.4018/978-1-60960-617-6.ch006,0,2026-09-01T00:57:05.066003+00:00,
DCM-00651,Exploring Design Opportunities for Reflective Conversational Agents to Reduce Compulsive Smartphone Use,10.1145/3571884.3604305,0,2026-09-01T00:57:05.173658+00:00,
DCM-00654,Conversational Composites: Unexpected Layers,10.1007/978-3-032-14200-9_4,0,2026-09-01T00:57:05.471379+00:00,
DCM-00657,Sequence management UX patterns,10.1145/3304087.3304094,0,2026-09-01T00:57:06.131497+00:00,
DCM-00658,Conversation management UX patterns,10.1145/3304087.3304095,0,2026-09-01T00:57:06.144893+00:00,
DCM-00660,References,10.1145/3304087.3304102,0,2026-09-01T00:57:06.213431+00:00,
DCM-00661,Conclusion,10.1145/3304087.3304097,0,2026-09-01T00:57:06.187034+00:00,
DCM-00662,Preface,10.1145/3304087.3304088,0,2026-09-01T00:57:06.361186+00:00,
DCM-00663,Conversation authoring,10.1145/3304087.3304091,0,2026-09-01T00:57:06.228018+00:00,
DCM-00664,Introduction,10.1145/3304087.3304089,0,2026-09-01T00:57:06.376189+00:00,
DCM-00665,Conversation analysis,10.1145/3304087.3304090,0,2026-09-01T00:57:06.668652+00:00,
DCM-00666,Natural conversation framework,10.1145/3304087.3304092,0,2026-09-01T00:57:07.329814+00:00,
DCM-00667,"Key Points from Part II: Conversational Writing—UX Writing, Social Media, Mobile",10.4324/9781003430612-12,0,2026-09-01T00:57:07.313694+00:00,
DCM-00668,UX Design and Evaluation on Conversational Bot Supporting Multi-Turn and Multi-Domain Dialogues,10.1109/platcon55845.2022.9932056,0,2026-09-01T00:57:07.360728+00:00,
DCM-00669,UX Design and Evaluation on Conversational Bot Supporting Multi-Turn and Multi-Domain Dialogues,10.1109/platcon55845.2022.9932091,0,2026-09-01T00:57:07.485405+00:00,
DCM-00670,Appendix B: Dialog design pseudocode,10.1145/3304087.3304099,0,2026-09-01T00:57:07.450742+00:00,
DCM-00671,Appendix C: NCF pattern language summary,10.1145/3304087.3304100,0,2026-09-01T00:57:07.528110+00:00,
DCM-00672,Teaching Agents When They Fail: End User Development in Goal-Oriented Conversational Agents,10.1007/978-3-319-95579-7_6,0,2026-09-01T00:57:07.583764+00:00,
DCM-00673,Appendix A: Conversation analysis transcription conventions,10.1145/3304087.3304098,0,2026-09-01T00:57:07.900013+00:00,
DCM-00674,Appendix D: Sample conversation with Alma,10.1145/3304087.3304101,0,2026-09-01T00:57:08.515359+00:00,
DCM-00675,Analysis of Conversational AI Agent UX Based on Users’ Cultural and Linguistic Backgrounds,10.14695/kjsos.2026.29.1.3,0,2026-09-01T00:57:08.499130+00:00,
DCM-00677,Helping Users Reflect on Their Own Health-Related Behaviors,10.1007/978-3-319-95579-7_5,0,2026-09-01T00:57:08.590446+00:00,
DCM-00678,Recovering from Dialogue Failures Using Multiple Agents in Wealth Management Advice,10.1007/978-3-319-95579-7_7,0,2026-09-01T00:57:08.664051+00:00,
DCM-00679,Adapting to Customer Initiative: Insights from Human Service Encounters,10.1007/978-3-319-95579-7_2,0,2026-09-01T00:57:08.674190+00:00,
DCM-00684,A Study of Emotional UX on Non-purpose Interaction with Conversational AI,10.35280/kotpm.2021.24.2.14,0,2026-09-01T00:57:08.710848+00:00,
DCM-00686,"CONVERSATIONAL AI AND VIRTUAL AGENTS IN SERVICENOW ITSM: CONTAINMENT RATES, FAILURE MODES, AND UX DESIGN PRINCIPLES",10.34218/ijhcir_02_01_001,0,2026-09-01T00:57:08.817826+00:00,
DCM-00687,Exploring AI Conversational Chatbot UX Design: Insights from High School,10.1007/978-3-031-84371-6_18,0,2026-09-01T00:57:09.109696+00:00,
DCM-00689,Artificial Speech is Culture:,10.1007/978-3-031-05434-1_9,0,2026-09-01T00:57:09.649764+00:00,
DCM-00691,Voice user interface principles for a conversational agent,10.1145/964528.964536,0,2026-09-01T00:57:09.696635+00:00,
DCM-00692,User-Interface-Design,10.1007/978-3-662-48370-1_5,0,2026-09-01T00:57:09.764729+00:00,
DCM-00697,Lightweight Techniques to Encourage Innovative User Interface Design,10.1201/9780203734544-5,0,2026-09-01T00:57:09.830199+00:00,
DCM-00698,Standards in user-interface design,10.4324/9780203471333_chapter_15,0,2026-09-01T00:57:09.879813+00:00,
DCM-00699,Methods for User Interface Design,10.1201/9781003063971-5,0,2026-09-01T00:57:09.957021+00:00,
DCM-00700,ETAG-based Design: User Interface Design as User Mental Model Design,10.1007/978-1-4471-1001-9_5,0,2026-09-01T00:57:10.036231+00:00,
DCM-00701,Transforming User-Centered Analysis into User Interface: The Design of New- Generation Products,10.1201/9780203734544-11,0,2026-09-01T00:57:10.320652+00:00,
DCM-00702,Mind the Gap: Surviving the Dangers of User Interface Design,10.1201/9780203734544-7,0,2026-09-01T00:57:10.878380+00:00,
DCM-00703,User Interface Design: The Empirical Cases,10.1201/9781003063971-3,0,2026-09-01T00:57:10.978159+00:00,
DCM-00704,User Interface Design: Advice to the Designer,10.1201/9781003063971-6,0,2026-09-01T00:57:11.030270+00:00,
DCM-00705,Model-Based User Interface Design: Successive Transformations of a Task/Object Model,10.1201/9780203734544-4,0,2026-09-01T00:57:11.062653+00:00,
DCM-00707,Transforming User-Centered Analysis into User Interface: The Redesign of Complex Legacy Systems,10.1201/9780203734544-8,0,2026-09-01T00:57:11.155288+00:00,
DCM-00709,"User Interface, System Design",10.1007/springerreference_71005,0,2026-09-01T00:57:11.180558+00:00,
DCM-00710,The Ul War Room and Design Prism: A User Interface Design Approach from Multiple Perspectives,10.1201/9780203734544-10,0,2026-09-01T00:57:11.261082+00:00,
DCM-00712,Combinatorial Optimization for User Interface Design,10.1093/oso/9780198799603.003.0005,0,2026-09-01T00:57:11.493590+00:00,
DCM-00713,User Interface Design,10.1007/978-3-030-17427-9_5,0,2026-09-01T00:57:12.104892+00:00,
DCM-00715,A Study on the Conversational User Interface Integration System,10.18208/ksdc.2021.27.2.467,0,2026-09-01T00:57:12.623265+00:00,
DCM-00717,The Importance of Speech User Interface Design,10.1201/b10461-6,0,2026-09-01T00:57:12.284560+00:00,
DCM-00718,Memolet: Reifying the Reuse of User-AI Conversational Memories,10.1145/3654777.3676388,0,2026-09-01T00:57:12.219442+00:00,
DCM-00719,Transforming Representations in User-Centered Design,10.1201/9780203734544-3,0,2026-09-01T00:57:12.392130+00:00,
DCM-00720,Ergonomics of human-system interaction,10.3403/30438670,0,2026-09-01T00:57:12.371437+00:00,
DCM-00721,User Interfaces,10.1201/9781003063971-4,0,2026-09-01T00:57:12.448415+00:00,
DCM-00722,Ergonomics of human-system interaction,10.3403/30438670u,0,2026-09-01T00:57:12.744444+00:00,
DCM-00723,Usability Engineering and User Interface Management,10.1007/978-3-642-76283-3_12,0,2026-09-01T00:57:13.322053+00:00,
DCM-00724,Design Notations and User Interface Management Systems,10.1007/978-3-642-70041-5_10,0,2026-09-01T00:57:13.393692+00:00,
DCM-00725,A Conversational User Interface for Stock Analysis,10.1109/bigdata47090.2019.9005635,0,2026-09-01T00:57:13.514937+00:00,
DCM-00727,Novel user interface technologies and conversational user interfaces for information appliances,10.1145/633314.633320,0,2026-09-01T00:57:13.575378+00:00,
DCM-00728,Identification card systems. Man-machine interface,10.3403/02593168,0,2026-09-01T00:57:13.598211+00:00,
DCM-00729,Novel user interface technologies and conversational user interfaces for information appliances,10.1145/633292.633320,0,2026-09-01T00:57:13.709762+00:00,
DCM-00730,Identification card systems. Human-machine interface,10.3403/02593168u,0,2026-09-01T00:57:13.760086+00:00,
DCM-00731,Identification card systems. Human-machine interface,10.3403/30164626,0,2026-09-01T00:57:13.950895+00:00,
DCM-00732,Persona Design Study of Voice User Interface: Focusing on Korean Vocabulary Analysis of Genderlect,10.31678/sdc81.3,0,2026-09-01T00:57:14.477096+00:00,
DCM-00733,Interface Design and Usability Evaluation of Voice-Based User Interfaces,10.1201/9780429343513-10,0,2026-09-01T00:57:14.585076+00:00,
DCM-00734,Personality,10.1007/978-1-4842-4125-7_3,0,2026-09-01T00:57:14.721119+00:00,
DCM-00735,Introduction to VUI,10.1007/978-1-4842-4125-7_1,0,2026-09-01T00:57:14.804454+00:00,
DCM-00736,Principles of VUI,10.1007/978-1-4842-4125-7_2,0,2026-09-01T00:57:14.804454+00:00,
DCM-00737,Voice-Enabled User Interfaces for Mobile Devices,10.4018/978-1-59904-871-0.ch027,0,2026-09-01T00:57:14.937799+00:00,
DCM-00740,"Design And Implementation Of Voice, Touch And Gesture Based Natural User Interface (Nui)",10.26634/jpr.4.1.13642,0,2026-09-01T00:57:14.939870+00:00,
DCM-00741,Voice User Interface Design for Novice and Experienced Users,10.1007/978-1-4020-2676-8_3,0,2026-09-01T00:57:15.145342+00:00,
DCM-00742,User Interface/User Experience Design of a Voice of Customer Application using Design Thinking Method,10.1109/itis67966.2025.11309110,0,2026-09-01T00:57:15.703590+00:00,
DCM-00743,The Power of Multi-Modal Interactions,10.1007/978-1-4842-4125-7_4,0,2026-09-01T00:57:15.836056+00:00,
DCM-00745,Optimizing speech naturalness in voice user interface design: A weakly-supervised approach,10.1109/wict.2011.6141225,0,2026-09-01T00:57:15.894092+00:00,
DCM-00747,Tools to Support Voice User Interface Design,10.1145/3338286.3344424,0,2026-09-01T00:57:16.106139+00:00,
DCM-00748,User Interface Design for Natural Language Systems: From Research to Reality,10.1007/978-0-387-68439-0_2,0,2026-09-01T00:57:16.022976+00:00,
DCM-00749,Voice Messaging User Interface,10.1007/978-1-4757-2980-1_12,0,2026-09-01T00:57:16.147581+00:00,
DCM-00750,An improvement design of a four-quadrant and voice interaction user interface of a smartphone for the visually impaired user,10.1109/gcce.2016.7800369,0,2026-09-01T00:57:16.104121+00:00,
DCM-00751,User interface design of voice controlled consumer electronics,10.1016/0165-5817(96)81590-7,0,2026-09-01T00:57:16.344754+00:00,
DCM-00752,Information technology. Document processing and related communication. User interface to telephone-based services. Voice messaging applications,10.3403/00527580u,0,2026-09-01T00:57:16.961032+00:00,
DCM-00754,Information technology. Document processing and related communication. User interface to telephone-based services. Voice messaging applications,10.3403/00527580,0,2026-09-01T00:57:17.028314+00:00,
DCM-00755,The Study on Consideration of Voice User Interface Design - Focused on Intelligent Voice Assistant on Smartphones -,10.18208/ksdc.2017.23.3.57,0,2026-09-01T00:57:17.117484+00:00,
DCM-00756,Voice messaging enhancing the user interface design based on field performance,10.1145/22339.22365,0,2026-09-01T00:57:17.184034+00:00,
DCM-00757,A design method using cooperative principle for conversational agent,10.1145/2658861.2658932,0,2026-09-01T00:57:17.277399+00:00,
DCM-00758,From Meta-Requirements to Design Principles: Building a Conversational Agent for Domestic Violence Survivor Support,10.2139/ssrn.5400010,0,2026-09-01T00:57:17.335431+00:00,
DCM-00761,Toward Design Archetypes for Conversational Agent Personality,10.1109/smc42975.2020.9283254,0,2026-09-01T00:57:17.399696+00:00,
DCM-00762,Modeling Knowledge and Reasoning in Conversational Recommendation Agents,10.4018/978-1-59904-108-7.ch013,0,2026-09-01T00:57:17.607114+00:00,
DCM-00764,Emotion and Personality in a Conversational Agent,10.7551/mitpress/2697.003.0009,0,2026-09-01T00:57:18.101530+00:00,
DCM-00766,Deep learning neural machine translation conversational agent,10.31979/etd.rwkp-9vpa,0,2026-09-01T00:57:18.232918+00:00,
DCM-00768,Motivation and Design of the Conversational Components of DraftAgent for Human-Agent Negotiation,10.1145/3423325.3423734,0,2026-09-01T00:57:18.305691+00:00,
DCM-00773,Logo - the modular conversational agent understanding Polish,10.1109/isda.2005.60,0,2026-09-01T00:57:18.355000+00:00,
DCM-00776,Enhancing the Design of a Conversational Agent for an Ethical Interaction with Children,10.21437/iberspeech.2022-35,0,2026-09-01T00:57:18.456007+00:00,
DCM-00779,Conversational Co-creativity with Deep Reinforcement Learning Agent in Kitchen Layout,10.1007/978-3-030-90625-2_23,0,2026-09-01T00:57:18.574615+00:00,
DCM-00781,Design of a Conversational Agent as an Educational Tool,10.1109/lwmoocs.2018.8534591,0,2026-09-01T00:57:31.766105+00:00,
DCM-00783,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123637,0,2026-09-01T00:57:31.377136+00:00,
DCM-00787,The Design of a Trust-based Game as a Conversational Component of Interactive Environment for a Human-agent Negotiation,10.1145/3475959.3485393,0,2026-09-01T00:57:31.395103+00:00,
DCM-00791,A Conversational Artificial Intelligence Agent for a Mental Health Care App: Evaluation Study of Its Participatory Design (Preprint),10.2196/preprints.30053,0,2026-09-01T00:57:31.376009+00:00,
DCM-00793,Agent and conversational context modulate perceived empathy in a Human-Voice agent interaction: An fMRI study,10.31234/osf.io/4a6wg_v1,0,2026-09-01T00:57:31.383844+00:00,
DCM-00794,Designing and Evaluating Conversational Interfaces with Animated Characters,10.7551/mitpress/2697.003.0014,0,2026-09-01T00:57:31.415370+00:00,
DCM-00795,Human Conversation as a System Framework: Designing Embodied Conversational Agents,10.7551/mitpress/2697.003.0004,0,2026-09-01T00:57:31.395103+00:00,
DCM-00796,Designing Conversational Systems,10.1007/979-8-8688-0110-5_2,0,2026-09-01T00:57:31.392058+00:00,
DCM-00798,"""May I Help You?"": Designing Embodied Conversational Agent Allies",10.7551/mitpress/2697.003.0005,0,2026-09-01T00:57:32.594177+00:00,
DCM-00799,Designing Conversational Agents to Address Conversational Programmers' Learning Needs and Challenges,10.1145/3632621.3671418,0,2026-09-01T00:57:32.573272+00:00,
DCM-00800,Talking to Digital Fish,10.1007/1-4020-2730-3_10,0,2026-09-01T00:57:32.553830+00:00,
DCM-00803,Agentic Conversational Agents for Mental Health: Designing a Multilingual CBT Framework for Anxiety Management,10.5220/0014967700004027,0,2026-09-01T00:57:32.543593+00:00,
DCM-00807,"Embodiment and Interaction Guidelines for Designing Credible, Trustworthy Embodied Conversational Agents",10.1007/978-3-540-39396-2_50,0,2026-09-01T00:57:32.541010+00:00,
DCM-00808,Measurement and Evaluation of Embodied Conversational Agents,10.7551/mitpress/2697.003.0015,0,2026-09-01T00:57:32.594177+00:00,
DCM-00811,Truth Is Beauty: Researching Embodied Conversational Agents,10.7551/mitpress/2697.003.0016,0,2026-09-01T00:57:32.633384+00:00,
DCM-00812,Designing the Appearance of Conversational Agents with Personality,10.1007/978-3-031-82327-5_6,0,2026-09-01T00:57:32.948196+00:00,
DCM-00813,Designing Inclusive Voice-Based Conversational Agents for Individuals with Intellectual Disabilities,10.1145/3803767.3803773,0,2026-09-01T00:57:33.771136+00:00,
DCM-00814,Understanding the Negative Aspects of User Experience in Human-likeness of Voice-based Conversational Agents,10.1145/3532106.3533528,0,2026-09-01T00:57:33.797692+00:00,
DCM-00816,Designing rule-based conversational agents with behavioral programming: a study of human subjects,10.1108/emjb-09-2021-0144,0,2026-09-01T00:57:33.771136+00:00,
DCM-00818,Developing and Evaluating Conversational Agents,10.7551/mitpress/2697.003.0013,0,2026-09-01T00:57:33.755884+00:00,
DCM-00819,Nudge Nudge Wink Wink: Elements of Face-to-Face Conversation for Embodied Conversational Agents,10.7551/mitpress/2697.003.0002,0,2026-09-01T00:57:33.779897+00:00,
DCM-00821,Designing Conversational AI for Creativity,10.1007/979-8-8688-2779-2_4,0,2026-09-01T00:57:33.854645+00:00,
DCM-00823,Designing and Evaluating Interactive Agents as Social Skills Tutors for Children with Autism Spectrum Disorder,10.4018/978-1-60960-617-6.ch002,0,2026-09-01T00:57:33.887202+00:00,
DCM-00825,Conversational Structure for Artificial Agents,10.70675/c7696897zc084z4c01z971ez569e5eda249a,1,2026-09-01T00:57:34.161767+00:00,
DCM-00826,Designing Socially Aware Conversational Agents,10.1007/978-3-540-69369-7_29,0,2026-09-01T00:57:34.983877+00:00,
DCM-00828,Designing Virtual Reality–Based Conversational Agents to Train Clinicians in Verbal De-escalation Skills: Exploratory Usability Study (Preprint),10.2196/preprints.38669,0,2026-09-01T00:57:34.951918+00:00,
DCM-00832,Spoken Dialogue System for a Human-like Conversational Robot ERICA,10.1007/978-981-13-9443-0_6,0,2026-09-01T00:57:35.367850+00:00,
DCM-00833,Introducing Dialogue Systems,10.1007/978-3-031-02176-3_1,0,2026-09-01T00:57:35.362135+00:00,
DCM-00834,Evaluating Dialogue Systems,10.1007/978-3-031-02176-3_4,0,2026-09-01T00:57:34.969028+00:00,
DCM-00836,A Dialogue System for Conversational NPCs,10.1007/978-1-4614-1335-6_34,0,2026-09-01T00:57:35.055328+00:00,
DCM-00837,Statistical Data-Driven Dialogue Systems,10.1007/978-3-031-02176-3_3,0,2026-09-01T00:57:35.118662+00:00,
DCM-00838,End-to-End Neural Dialogue Systems,10.1007/978-3-031-02176-3_5,0,2026-09-01T00:57:35.309924+00:00,
DCM-00839,Data Collection Design for Dialogue Systems for Low-Resource Languages,10.1007/978-981-15-8395-7_30,0,2026-09-01T00:57:36.191378+00:00,
DCM-00840,"Rule-Based Dialogue Systems: Architecture, Methods, and Tools",10.1007/978-3-031-02176-3_2,0,2026-09-01T00:57:36.143597+00:00,
DCM-00843,Conversational sequences and dialogue grammar in Kam,10.7813/2075-4124.2014/6-2/b.45,0,2026-09-01T00:57:36.196225+00:00,
DCM-00844,Conversational Interfaces,10.1007/978-1-4614-4803-7_1,0,2026-09-01T00:57:36.257783+00:00,
DCM-00846,Towards Personalization of Spoken Dialogue System Communication Strategies,10.1007/978-981-15-8395-7_11,0,2026-09-01T00:57:36.257783+00:00,
DCM-00847,Culture-Aware Dialogue Management for Conversational Assistants,10.1007/978-981-15-8395-7_8,0,2026-09-01T00:57:36.567158+00:00,
DCM-00850,Automated Scoring of Chatbot Responses in Conversational Dialogue,10.1007/978-981-13-9443-0_31,0,2026-09-01T00:57:36.482770+00:00,
DCM-00851,Dialogue management in the Mercury flight reservation system,10.3115/1605285.1605288,0,2026-09-01T00:57:36.621279+00:00,
DCM-00852,A Script Knowledge Based Dialogue System for Indoor Navigation,10.1007/978-981-15-8395-7_29,0,2026-09-01T00:57:37.427197+00:00,
DCM-00853,Chapter 4: Negotiation Dialogue,10.3138/9781442681859-005,0,2026-09-01T00:57:37.374480+00:00,
DCM-00855,Chapter 2: Persuasion Dialogue,10.3138/9781442681859-003,0,2026-09-01T00:57:37.427197+00:00,
DCM-00856,Chapter 7: Eristic Dialogue,10.3138/9781442681859-008,0,2026-09-01T00:57:37.448448+00:00,
DCM-00857,Visual design of dialogue flows for conversational interfaces,10.1080/0144929x.2021.1918249,0,2026-09-01T00:57:37.515718+00:00,
DCM-00858,Towards user modelling in conversational dialogue systems: a qualitative study of the dynamics of dialogue parameters,10.21437/interspeech.2005-395,0,2026-09-01T00:57:37.701901+00:00,
DCM-00860,Multimodal Dialogue Response Timing Estimation Using Dialogue Context Encoder,10.1007/978-981-19-5538-9_9,0,2026-09-01T00:57:37.796990+00:00,
DCM-00861,The Power of Play: A Conversational Dialogue with Risa Puno,10.1080/21502552.2021.1991622,0,2026-09-01T00:57:37.874014+00:00,
DCM-00862,Chapter 5: Information-Seeking Dialogue,10.3138/9781442681859-006,0,2026-09-01T00:57:38.629842+00:00,
DCM-00863,Proceedings of the Third DialDoc Workshop on Document-grounded Dialogue and Conversational Question Answering,10.18653/v1/2023.dialdoc-1,0,2026-09-01T00:57:38.605619+00:00,
DCM-00865,Proceedings of the Second DialDoc Workshop on Document-grounded Dialogue and Conversational Question Answering,10.18653/v1/2022.dialdoc-1,0,2026-09-01T00:57:38.595442+00:00,
DCM-00866,A Multiparty Chat-Based Dialogue System with Concurrent Conversation Tracking and Memory,10.1145/3405755.3406121,0,2026-09-01T00:57:38.712457+00:00,
DCM-00867,Development of a Dialogue System that Supports Recovery for Patients with Schizophrenia,10.1007/978-981-15-8395-7_16,0,2026-09-01T00:57:38.728691+00:00,
DCM-00870,Extending Conversational Agents for Task-Oriented Human-Computer Dialogue,10.4018/978-1-60960-617-6.ch008,0,2026-09-01T00:57:38.872945+00:00,
DCM-00871,A Survey of Deep Learning Approaches for Conversational AI and Dialogue Systems,10.2139/ssrn.5457714,0,2026-09-01T00:57:39.048741+00:00,
DCM-00872,Notes,10.1017/cbo9780511618987.011,0,2026-09-01T00:57:39.086217+00:00,
DCM-00873,Talking Voices,10.1017/cbo9780511618987,0,2026-09-01T00:57:39.827680+00:00,
DCM-00876,NJFun,10.3115/1605285.1605289,0,2026-09-01T00:57:39.807797+00:00,
DCM-00877,Der Chatbot geht live,10.1007/978-3-658-39645-9_7,0,2026-09-01T00:57:39.885307+00:00,
DCM-00878,Planung der Chatbot-Entwicklung,10.1007/978-3-658-39645-9_3,0,2026-09-01T00:57:39.933105+00:00,
DCM-00880,Chatbot-Skizze und Proof of Concept,10.1007/978-3-658-39645-9_4,0,2026-09-01T00:57:39.934422+00:00,
DCM-00881,Der Start: Vom Bedarf zum Chatbot-Use-Case,10.1007/978-3-658-39645-9_2,0,2026-09-01T00:57:40.068459+00:00,
DCM-00882,Understanding customer service chatbot user experience: An experimental study of chatbot interaction design,10.1109/innocomp63224.2024.00028,0,2026-09-01T00:57:40.204434+00:00,
DCM-00885,User Experience Study on Chatbot Agent Appearance Design,10.25111/jcd.2024.89.19,0,2026-09-01T00:57:40.287097+00:00,
DCM-00886,What is user experience design (UXD)?,10.5040/9781350089150.ch-001,0,2026-09-01T00:57:41.041092+00:00,
DCM-00888,"IT and experiences: user experience, experience design and user-experience design",10.4337/9781781004227.00016,0,2026-09-01T00:57:41.017953+00:00,
DCM-00889,What is user experience design?,10.5040/9781350021723.ch-001,0,2026-09-01T00:57:41.158974+00:00,
DCM-00890,User Experience Design,10.1007/978-3-642-13363-3_1,0,2026-09-01T00:57:41.092469+00:00,
DCM-00892,User experience design,10.6019/tol.ux-c.2015.00001.1,0,2026-09-01T00:57:41.183437+00:00,
DCM-00894,Experience design,10.5040/9781350089150.ch-003,0,2026-09-01T00:57:41.275559+00:00,
DCM-00895,User experience design for more user-friendly applications,10.6019/tol.uxapp-w.2017.00001.1,0,2026-09-01T00:57:41.459189+00:00,
DCM-00896,Effects of Design Thinking on Learning User Experience and User Interface Design,10.54941/ahfe1003198,0,2026-09-01T00:57:41.506918+00:00,
DCM-00897,An LLM-Powered Chatbot Interface Design to Support User Experience Interviews for Product Design,10.1109/icahn67688.2025.00029,0,2026-09-01T00:57:42.190503+00:00,
DCM-00898,Semantic and User Experience Evaluation of a RAG-Based Educational Chatbot for Data Science Learning,10.2139/ssrn.5910800,0,2026-09-01T00:57:42.274746+00:00,
DCM-00899,User Experience Design and Double Binds in Course Design,10.37514/tpc-b.2022.1367.2.11,0,2026-09-01T00:57:42.324541+00:00,
DCM-00900,Basics Interactive Design: User Experience Design,10.5040/9781350089150,0,2026-09-01T00:57:42.324541+00:00,
DCM-00902,Experience design,10.5040/9781350021723.ch-003,0,2026-09-01T00:57:42.414186+00:00,
DCM-00904,"What is User Experience Design and, Who Creates it?",10.1016/b978-0-12-374899-7.00002-3,0,2026-09-01T00:57:42.440615+00:00,
DCM-00905,Teaching Accessibility Through User Experience Design,10.4324/9781003583769-11,0,2026-09-01T00:57:42.639699+00:00,
