corpus_id,title,doi,url,license,oa_status,path,downloaded,pdf_signature,bytes,sha256,content_type,http_status,retrieved_at,error
DCM-01578,Desenvolvimento de um Sistema Computacional para Conversação sobre a Política de Assistência Estudantil do IFCE,10.5753/reic.2024.3968,https://journals-sol.sbc.org.br/index.php/reic/article/download/3968/3091,https://creativecommons.org/licenses/by/4.0,,library/staging/master/DCM-01578-Desenvolvimento-de-um-Sistema-Computacional-para-Conversa-o-sobre-a-Pol-tica-de-.pdf,true,true,883145,86ca5821d3d3b1327759696d59268834b7239b9be890f2d103d03851c54ec65d,application/pdf,200,2026-09-06T00:40:26.784252+00:00,
DCM-01580,CHATBOTS CONVERSACIONALES Y CONSOLIDACIÓN NEUROPSICOLÓGICA DE MEMORIA EPISÓDICA AUTOBIOGRÁFICA EN NIÑOS,10.33324/uv.vi88.1163,https://universidadverdad.uazuay.edu.ec/index.php/udaver/article/download/1163/1924,,,library/staging/master/DCM-01580-CHATBOTS-CONVERSACIONALES-Y-CONSOLIDACI-N-NEUROPSICOL-GICA-DE-MEMORIA-EPIS-DICA-.pdf,true,true,16410043,e8c838ffd53e26a792edff81259d748bde93349329458fa936131d5094a370dc,application/pdf,200,2026-09-06T00:40:27.355520+00:00,
DCM-01581,Sistemas conversacionales aplicados a la gobernanza Asistencia automatizada al público,10.22305/ict-unpa.v14.n3.894,https://publicaciones.unpa.edu.ar/index.php/ICTUNPA/article/download/894/947,,,library/staging/master/DCM-01581-Sistemas-conversacionales-aplicados-a-la-gobernanza-Asistencia-automatizada-al-p.pdf,false,false,0,,,,2026-09-06T00:40:27.433189+00:00,"URLError(TimeoutError(10060, 'Uma tentativa de conexão falhou porque o componente conectado não respondeu\r\ncorretamente após um período de tempo ou a conexão estabelecida falhou\r\nporque o host conectado não respondeu', None, 10060, None))"
DCM-01582,U2XECS.tech: Ferramenta para Avaliação de Usabilidade e Experiência de Usuário de Sistemas Conversacionais,10.5753/ihc_estendido.2022.224841,https://sol.sbc.org.br/index.php/ihc_estendido/article/download/22040/21863,,,library/staging/master/DCM-01582-U2XECS-tech-Ferramenta-para-Avalia-o-de-Usabilidade-e-Experi-ncia-de-Usu-rio-de-.pdf,true,true,771769,ec12a0cd8581ffecd0ecf57515e496684b91510cb523d474d9c9a38c824236db,application/pdf,200,2026-09-06T00:40:28.171555+00:00,
DCM-01584,Agentes Conversacionais Baseado em Humanos Virtuais em Contextos Universitários,10.5753/sbgames_estendido.2025.14709,https://sol.sbc.org.br/index.php/sbgames_estendido/article/download/37177/36962,,,library/staging/master/DCM-01584-Agentes-Conversacionais-Baseado-em-Humanos-Virtuais-em-Contextos-Universit-rios.pdf,true,true,555836,0fcbb91a24a35fa15a1033582a5b5b9adc6df218ba6b3f78edf53d19dcd5a7f8,application/pdf,200,2026-09-06T00:40:28.322695+00:00,
DCM-01586,Agentes Conversacionais: desenvolvimento de uma aplicação no Museu Virtual para o Ensino de Computação,10.5753/cbie.wcbie.2018.1069,http://br-ie.org/pub/index.php/wcbie/article/viewFile/8335/6010,,,library/staging/master/DCM-01586-Agentes-Conversacionais-desenvolvimento-de-uma-aplica-o-no-Museu-Virtual-para-o-.pdf,false,false,0,,,,2026-09-06T00:40:28.771539+00:00,<HTTPError 404: 'Not Found'>
DCM-01587,SHINA: Sistema Hidropônico Inteligente Autônomo com Arquitetura IoT e Agentes Conversacionais,10.5753/sbcup.2026.22361,https://sol.sbc.org.br/index.php/sbcup/article/download/43315/43081,,,library/staging/master/DCM-01587-SHINA-Sistema-Hidrop-nico-Inteligente-Aut-nomo-com-Arquitetura-IoT-e-Agentes-Con.pdf,true,true,1173351,6492a3df84563010e87a538aab0af3bdf037e21ceaec86677c5e3cd672020802,application/pdf,200,2026-09-06T00:40:28.911257+00:00,
DCM-01588,Uso de Ontologias para Agentes Conversacionais no Contexto de Ensino-Aprendizagem: Uma Revisão Sistemática da Literatura,10.5753/cbie.sbie.2017.183,http://www.br-ie.org/pub/index.php/sbie/article/viewFile/7547/5343,,,library/staging/master/DCM-01588-Uso-de-Ontologias-para-Agentes-Conversacionais-no-Contexto-de-Ensino-Aprendizage.pdf,false,false,0,,,,2026-09-06T00:40:29.036108+00:00,<HTTPError 404: 'Not Found'>
DCM-01589,Benefícios do uso de agentes conversacionais na promoção em saúde bucal,10.54033/cadpedv22n12-108,https://ojs.studiespublicacoes.com.br/ojs/index.php/cadped/article/download/20670/11386,,,library/staging/master/DCM-01589-Benef-cios-do-uso-de-agentes-conversacionais-na-promo-o-em-sa-de-bucal.pdf,true,true,324891,033c871301a00546503a0f77c3ea0ccabbcb841645ddb4574576623cec956ea7,application/pdf,200,2026-09-06T00:40:29.193991+00:00,
DCM-01590,Usabilidade de um chatbot para pessoas com hipertensão e diabetes; Usability of a chatbot for people with hypertension and diabetes; Usabilidad de un chatbot para personas con hipertensión y diabetes,10.59681/2175-4411.v16.iespecial.2024.1292,https://jhi.sbis.org.br/index.php/jhi-sbis/article/download/1292/613,https://creativecommons.org/licenses/by-nc-sa/4.0,,library/staging/master/DCM-01590-Usabilidade-de-um-chatbot-para-pessoas-com-hipertens-o-e-diabetes-Usability-of-a.pdf,true,true,374601,11471a4b341c98a92e9ec7fbd66dea56694c63b7478b48db9d74493b847f4f52,application/pdf,200,2026-09-06T00:40:29.623128+00:00,
DCM-01591,Avaliação da usabilidade de um chatbot por meio das heurísticas de Nielsen adaptadas,10.5753/ihc_estendido.2022.226185,https://sol.sbc.org.br/index.php/ihc_estendido/article/download/22052/21875,,,library/staging/master/DCM-01591-Avalia-o-da-usabilidade-de-um-chatbot-por-meio-das-heur-sticas-de-Nielsen-adapta.pdf,true,true,1356761,fe46a6a21e12101f3349391a262b33ad24de5d07b6983bf007da7ec327b6e6df,application/pdf,200,2026-09-06T00:40:29.914844+00:00,
DCM-01066,Chatbots: um estudo sobre sistemas conversacionais e a experiência das pessoas usuárias sob a perspectiva de uma nova interação,,http://tedebc.ufma.br:8080/bitstream/tede/5907/2/Tainara_Serra_VF.pdf,,green,library/staging/master/DCM-01066-Chatbots-um-estudo-sobre-sistemas-conversacionais-e-a-experi-ncia-das-pessoas-us.pdf,false,false,0,,,,2026-09-06T01:10:31.386911+00:00,<HTTPError 404: 'Not Found'>
DCM-01068,Chatbot em contexto: design de experiência do usuário aplicado à recuperação da informação no catálogo de teses e dissertações da CAPES,,https://repositorio.ufmg.br/bitstream/1843/50840/1/ChatbotEmContexto.pdf,,green,library/staging/master/DCM-01068-Chatbot-em-contexto-design-de-experi-ncia-do-usu-rio-aplicado-recupera-o-da-info.pdf,true,true,13200213,c5da5c8ded94dbc0de710626ed117a6badb9b7c79c5cb031c9021f2719edacde,application/pdf;charset=UTF-8,200,2026-09-06T01:10:31.386911+00:00,
DCM-01069,Projetando chatbots: extraindo informações de canais de atendimento,,https://www.repositorio.pucsp.br/bitstream/handle/23285/2/Jonatan%20de%20S%C3%A1%20Lemes.pdf,,green,library/staging/master/DCM-01069-Projetando-chatbots-extraindo-informa-es-de-canais-de-atendimento.pdf,false,false,0,,,,2026-09-06T01:10:31.386911+00:00,<HTTPError 468: ''>
DCM-01598,Construire la « compréhension » d’une machine,https://doi.org/10.3917/res.220.0195,https://www.cairn.info/load_pdf.php?ID_ARTICLE=RES_220_0195&download=1,,bronze,library/staging/master/DCM-01598-Construire-la-compr-hension-d-une-machine.pdf,false,false,0,,,,2026-09-06T01:10:31.386911+00:00,<HTTPError 403: 'Forbidden'>
DCM-01601,Conception et Développement d’une Application Intelligente pour l’Optimisation des Emplois du Temps,,https://dspace.univ-tlemcen.dz/bitstreams/4b6d8b7e-5c72-4ed1-803a-ba02d3874e79/download,,green,library/staging/master/DCM-01601-Conception-et-D-veloppement-d-une-Application-Intelligente-pour-l-Optimisation-d.pdf,true,true,3257382,4cfca174db233cdeab06414c4a61e9282077e078cbd6411bda0b44fbeb2e3328,application/pdf;charset=UTF-8,200,2026-09-06T01:10:31.386911+00:00,
DCM-01602,L’art de converser avec une machine : quand le designer devient dialoguiste,https://doi.org/10.3917/sdd.010.0034,https://www.cairn.info/load_pdf.php?ID_ARTICLE=SDD_010_0034&download=1,,bronze,library/staging/master/DCM-01602-L-art-de-converser-avec-une-machine-quand-le-designer-devient-dialoguiste.pdf,false,false,0,,,,2026-09-06T01:10:31.386911+00:00,<HTTPError 403: 'Forbidden'>
DCM-01604,Étude de l'utilisation de conversations en langage naturel pour la prise de rendez-vous par SMS,,http://espace.etsmtl.ca/1798/2/BRAMY_Audrey-web.pdf,,green,library/staging/master/DCM-01604-tude-de-l-utilisation-de-conversations-en-langage-naturel-pour-la-prise-de-rende.pdf,true,true,424123,9d128f1724dee7fe52368629627688f7ab20874d0f29b5c767db9a7313039bf7,application/pdf,200,2026-09-06T01:10:31.787502+00:00,
DCM-01605,Université et intelligence artificielle : entre promesses pédagogiques et vigilance éthique,https://doi.org/10.52919/passerelle.v14i1.423,https://revue.univ-oran2.dz/Revue/Passerelle/index.php/Passerelle/article/download/423/407,cc-by-nc,diamond,library/staging/master/DCM-01605-Universit-et-intelligence-artificielle-entre-promesses-p-dagogiques-et-vigilance.pdf,false,false,0,,,,2026-09-06T01:10:31.810328+00:00,"URLError(gaierror(11001, 'getaddrinfo failed'))"
DCM-01606,Pertinence d'un outil de microlearning concernant la médecine préventive à destination des propriétaires de chats et de chiens,,https://dumas.ccsd.cnrs.fr/dumas-04735650v1/document,,green,library/staging/master/DCM-01606-Pertinence-d-un-outil-de-microlearning-concernant-la-m-decine-pr-ventive-destina.pdf,true,true,7401765,bc2be29c891068f703f9435a7b8e76220351237f942f5fe529c7fb06e8709962,application/pdf,200,2026-09-06T01:10:33.453276+00:00,
DCM-01607,Nabu - Chatbot-Assistent für Ausbildungszwecke (BA),,https://eprints.ost.ch/id/eprint/911/1/HS%202020%202021-BA-EP-Streiff-Chat-Bots%20und%20Crawler%20f%C3%BCr%20Informatik-Lehrveranstaltungen%20auf.pdf,,green,library/staging/master/DCM-01607-Nabu-Chatbot-Assistent-f-r-Ausbildungszwecke-BA.pdf,true,true,1867509,12fb2b1ca52f152b6f084bed1b9742e0b493591d8cb40e8f758d5b924cb7ebfe,application/pdf,200,2026-09-06T01:10:33.790481+00:00,
DCM-01608,Nabu - Chatbot-Assistent für Ausbildungszwecke (SA),,http://eprints.ost.ch/id/eprint/926/,,green,library/staging/master/DCM-01608-Nabu-Chatbot-Assistent-f-r-Ausbildungszwecke-SA.pdf,true,false,24627,f5e8c587d893c979eeeaa62d33df107ed631b40cbdf9b789d8303704ee2d3130,text/html; charset=utf-8,200,2026-09-06T01:10:33.807629+00:00,response-is-not-pdf
DCM-01609,I Chatbot nel campo medico,https://doi.org/10.61007/qdc.2021.1.25,https://www.quadernidicomunita.it/index.php/qdc/article/download/25/150,cc-by-nc-nd,diamond,library/staging/master/DCM-01609-I-Chatbot-nel-campo-medico.pdf,true,true,198140,39ba05049d48bc636c9e3609834a8b070a602bd28cb7fc3a5f497eea77f929e6,application/pdf,200,2026-09-06T01:10:34.472645+00:00,
DCM-01610,Verso la Generazione Semiautomatica di Report Ambientali Accessibili tramite Chatbot basato su LLM,,https://etd.adm.unipi.it/theses/available/etd-10172025-121516/unrestricted/AA_ScariotTesi_Finale.pdf,other-oa,green,library/staging/master/DCM-01610-Verso-la-Generazione-Semiautomatica-di-Report-Ambientali-Accessibili-tramite-Cha.pdf,true,true,5931167,a284743403856e9e185c37a124e068aa84ae570fbf6df333c392c3edc650eebb,application/pdf,200,2026-09-06T01:10:36.388772+00:00,
DCM-01612,教師と児童とが対話をとおして道徳的価値を発見する授業デザインの開発（III） : 小学校低学年の道徳の時間における生命尊重を扱った対概念の対比型対話デザインの開発,,https://ir.kagoshima-u.ac.jp/record/1105/files/16.pdf,cc-by-nc-nd,green,library/staging/master/DCM-01612-III.pdf,false,false,0,,,,2026-09-06T01:10:36.776973+00:00,"URLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010)'))"
DCM-01613,Evaluation of a Daily Interactive Chatbot That Exchanges Information about Others through Long-Term Use in a Group of Friends,https://doi.org/10.1527/tjsai.37-3_ids-i,https://www.jstage.jst.go.jp/article/tjsai/37/3/37_37-3_IDS-I/_pdf,,diamond,library/staging/master/DCM-01613-Evaluation-of-a-Daily-Interactive-Chatbot-That-Exchanges-Information-about-Other.pdf,true,true,2143291,11fea010186c97cb057c5667fb6b98754852c60a529976182564d765139b71b6,application/pdf;charset=UTF-8,200,2026-09-06T01:10:37.045361+00:00,
DCM-01614,Exploring Factors Influencing Usage Intention of Chatbot – Chatbot in Financial Service,https://doi.org/10.7469/jksqm.2019.47.4.755,https://www.jksqm.org/upload/pdf/jksqm-47-4-755.pdf,cc-by-nc,diamond,library/staging/master/DCM-01614-Exploring-Factors-Influencing-Usage-Intention-of-Chatbot-Chatbot-in-Financial-Se.pdf,true,true,354306,63ebd3dda1ef41af4d438ad158411f19b3641f54538ba864abdba5c42202fca7,application/pdf,200,2026-09-06T01:10:37.558397+00:00,
DCM-01616,Characteristics and Implementation Strategies of Generative AI-based Cultural Heritage Chatbots,https://doi.org/10.29056/jdaem.2026.03.03,http://www.nciss.or.kr/journal/file_down.asp?file_idx=1634,cc-by-nc,hybrid,library/staging/master/DCM-01616-Characteristics-and-Implementation-Strategies-of-Generative-AI-based-Cultural-He.pdf,true,true,261477,7def8880e962473f8559631e005bf303dd302b069e5f1bda092e81a3d39d160b,application/octet-stream; Charset=utf-8,200,2026-09-06T01:10:37.918456+00:00,
DCM-00033,Factors Affecting Conversation Design for Digital Political Personae,https://doi.org/10.26686/wgtn.17148509.v1,https://openaccess.wgtn.ac.nz/articles/thesis/Factors_Affecting_Conversation_Design_for_Digital_Political_Personae/17148509/2/files/31709642.pdf,cc-by-nc-sa,gold,library/staging/master/DCM-00033-Factors-Affecting-Conversation-Design-for-Digital-Political-Personae-87fb89d9f5fa.pdf,true,false,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,text/html; charset=UTF-8,202,2026-09-07T17:10:37.412822+00:00,response-is-not-pdf
DCM-00053,"Teachers’ attitudes towards chatbots in education: a technology acceptance model approach considering the effect of social language, bot proactiveness, and users’ characteristics",https://doi.org/10.1080/03055698.2020.1850426,https://academica-e.unavarra.es/bitstreams/1eefe858-7edc-4d86-acdd-15fed72ac327/download,other-oa,green,library/staging/master/DCM-00053-Teachers-attitudes-towards-chatbots-in-education-a-technology-acceptance-model-a-d7968efd57ca.pdf,false,false,0,,,,2026-09-07T17:10:37.412822+00:00,"URLError(TimeoutError(10060, 'Uma tentativa de conexão falhou porque o componente conectado não respondeu\r\ncorretamente após um período de tempo ou a conexão estabelecida falhou\r\nporque o host conectado não respondeu', None, 10060, None))"
DCM-00055,Enhancing the Academic Library Experience with Chatbots: An Exploration of Research and Implications for Practice,https://doi.org/10.1080/24750158.2019.1611694,https://www.tandfonline.com/doi/pdf/10.1080/24750158.2019.1611694?needAccess=true&role=button,other-oa,hybrid,library/staging/master/DCM-00055-Enhancing-the-Academic-Library-Experience-with-Chatbots-An-Exploration-of-Resear-61704825056e.pdf,false,false,0,,,,2026-09-07T17:10:37.412822+00:00,<HTTPError 403: 'Forbidden'>
DCM-00056,Beyond Self-diagnosis: How a Chatbot-based Symptom Checker Should Respond,https://doi.org/10.1145/3589959,https://dl.acm.org/doi/pdf/10.1145/3589959,,bronze,library/staging/master/DCM-00056-Beyond-Self-diagnosis-How-a-Chatbot-based-Symptom-Checker-Should-Respond-91c81feb4045.pdf,false,false,0,,,,2026-09-07T17:10:37.412822+00:00,<HTTPError 403: 'Forbidden'>
DCM-00078,Effects of Emotional Expressiveness on Voice Chatbot Interactions,https://doi.org/10.1145/3543829.3543840,https://dl.acm.org/doi/pdf/10.1145/3543829.3543840,,gold,library/staging/master/DCM-00078-Effects-of-Emotional-Expressiveness-on-Voice-Chatbot-Interactions-a9372eabc245.pdf,false,false,0,,,,2026-09-07T17:10:37.665857+00:00,<HTTPError 403: 'Forbidden'>
DCM-00081,Recommendations for Mental Health Chatbot Conversations: An Integrative Review,https://doi.org/10.1111/jan.16762,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jan.16762,other-oa,hybrid,library/staging/master/DCM-00081-Recommendations-for-Mental-Health-Chatbot-Conversations-An-Integrative-Review-3dcea0f86719.pdf,false,false,0,,,,2026-09-07T17:10:37.681125+00:00,<HTTPError 403: 'Forbidden'>
DCM-00082,Investigating politeness strategies in chatbots through the lens of Conversation Analysis,https://doi.org/10.1145/3638067.3638068,https://dl.acm.org/doi/pdf/10.1145/3638067.3638068,,gold,library/staging/master/DCM-00082-Investigating-politeness-strategies-in-chatbots-through-the-lens-of-Conversation-437285827545.pdf,false,false,0,,,,2026-09-07T17:10:37.807019+00:00,<HTTPError 403: 'Forbidden'>
DCM-00086,Beyond Anthropomorphism: Unraveling the True Priorities of Chatbot Usage in SMEs,https://doi.org/10.1145/3571884.3604315,https://dl.acm.org/doi/pdf/10.1145/3571884.3604315,,gold,library/staging/master/DCM-00086-Beyond-Anthropomorphism-Unraveling-the-True-Priorities-of-Chatbot-Usage-in-SMEs-5c423c47dc25.pdf,false,false,0,,,,2026-09-07T17:10:37.843106+00:00,<HTTPError 403: 'Forbidden'>
DCM-00089,Conversational AI in hospitality and tourism: a bibliometric–systematic review,https://doi.org/10.1080/23311975.2026.2613599,https://www.tandfonline.com/doi/pdf/10.1080/23311975.2026.2613599?needAccess=true,cc-by,gold,library/staging/master/DCM-00089-Conversational-AI-in-hospitality-and-tourism-a-bibliometric-systematic-review-07ed85888c61.pdf,false,false,0,,,,2026-09-07T17:10:37.948612+00:00,<HTTPError 403: 'Forbidden'>
DCM-00093,User-Adaptive Personalized Chatbots for Conversational Information Seeking Tasks,https://doi.org/10.1145/3698204.3716483,https://dl.acm.org/doi/pdf/10.1145/3698204.3716483,,gold,library/staging/master/DCM-00093-User-Adaptive-Personalized-Chatbots-for-Conversational-Information-Seeking-Tasks-b7b9cd5215e6.pdf,false,false,0,,,,2026-09-07T17:10:37.979526+00:00,<HTTPError 403: 'Forbidden'>
DCM-00094,"Conversational Smart Products: A Research Opportunity, First Investigation And Definition",https://doi.org/10.21428/5395bc37.d8801b95,https://desform19.pubpub.org/pub/conversational-smart-products/download/pdf,cc-by-nc-nd,gold,library/staging/master/DCM-00094-Conversational-Smart-Products-A-Research-Opportunity-First-Investigation-And-Def-26a3e3ecbea6.pdf,false,false,0,,,,2026-09-07T17:10:38.028714+00:00,<HTTPError 403: 'Forbidden'>
DCM-00112,"Form to Flow: Exploring Challenges and Roles of Conversational UX Designers in Real-world, Multi-channel Service Environments",https://doi.org/10.1145/3610189,https://dl.acm.org/doi/pdf/10.1145/3610189,,bronze,library/staging/master/DCM-00112-Form-to-Flow-Exploring-Challenges-and-Roles-of-Conversational-UX-Designers-in-Re-520f2a683bde.pdf,false,false,0,,,,2026-09-07T17:10:38.096004+00:00,<HTTPError 403: 'Forbidden'>
DCM-00114,Coproducing multilingual conversational scripts for a mental wellbeing chatbot - where healthcare domain experts become chatbot designers,https://doi.org/10.1192/j.eurpsy.2022.748,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/335B848DEE055ADF849F699EC7E27DDC/S0924933822007489a.pdf/div-class-title-coproducing-multilingual-conversational-scripts-for-a-mental-wellbeing-chatbot-where-healthcare-domain-experts-become-chatbot-designers-div.pdf,cc-by,gold,library/staging/master/DCM-00114-Coproducing-multilingual-conversational-scripts-for-a-mental-wellbeing-chatbot-w-1b892756cf04.pdf,false,false,0,,,,2026-09-07T17:10:38.229476+00:00,<HTTPError 429: 'Too Many Requests'>
DCM-00121,Understanding the user experience of customer service chatbots: An experimental study of chatbot interaction design,https://doi.org/10.1016/j.ijhcs.2022.102788,https://www.sciencedirect.com/science/article/pii/S1071581922000179/pdf,cc-by,hybrid,library/staging/master/DCM-00121-Understanding-the-user-experience-of-customer-service-chatbots-An-experimental-s-af9a68876abd.pdf,false,false,0,,,,2026-09-07T17:10:38.237490+00:00,<HTTPError 403: 'Forbidden'>
DCM-00122,Why Johnny Can’t Prompt: How Non-AI Experts Try (and Fail) to Design LLM Prompts,https://doi.org/10.1145/3544548.3581388,https://dl.acm.org/doi/pdf/10.1145/3544548.3581388,,gold,library/staging/master/DCM-00122-Why-Johnny-Can-t-Prompt-How-Non-AI-Experts-Try-and-Fail-to-Design-LLM-Prompts-429033478f26.pdf,false,false,0,,,,2026-09-07T17:10:38.237490+00:00,<HTTPError 403: 'Forbidden'>
DCM-00131,Best Practices for Designing Chatbots in Mental Healthcare – A Case Study on iHelpr,https://doi.org/10.14236/ewic/hci2018.129,https://www.scienceopen.com/document_file/ae1b4701-1445-480b-ae95-9d3c393b5028/ScienceOpen/BHCI-2018_Cameron.pdf,cc-by,hybrid,library/staging/master/DCM-00131-Best-Practices-for-Designing-Chatbots-in-Mental-Healthcare-A-Case-Study-on-iHelp-54d6e621f1fd.pdf,false,false,0,,,,2026-09-07T17:10:38.359687+00:00,<HTTPError 403: 'Forbidden'>
DCM-00160,Let’s Talk About CUIs: Putting Conversational User Interface Design Into Practice,https://doi.org/10.1145/3411763.3441336,https://cronfa.swan.ac.uk/Record/cronfa56148,,green,library/staging/master/DCM-00160-Let-s-Talk-About-CUIs-Putting-Conversational-User-Interface-Design-Into-Practice-c50efd0dca56.pdf,false,false,0,,,,2026-09-07T17:10:38.362522+00:00,"URLError(TimeoutError(10060, 'Uma tentativa de conexão falhou porque o componente conectado não respondeu\r\ncorretamente após um período de tempo ou a conexão estabelecida falhou\r\nporque o host conectado não respondeu', None, 10060, None))"
DCM-00174,Conversational User Interfaces to support Astronauts in Extraterrestrial Habitats,https://doi.org/10.1145/3490632.3490673,https://dl.acm.org/doi/pdf/10.1145/3490632.3490673,other-oa,gold,library/staging/master/DCM-00174-Conversational-User-Interfaces-to-support-Astronauts-in-Extraterrestrial-Habitat-2a55148222fc.pdf,false,false,0,,,,2026-09-07T17:10:38.536601+00:00,<HTTPError 403: 'Forbidden'>
DCM-00184,Unifying Recommender Systems and Conversational User Interfaces,https://doi.org/10.1145/3543829.3544524,https://dl.acm.org/doi/pdf/10.1145/3543829.3544524,,gold,library/staging/master/DCM-00184-Unifying-Recommender-Systems-and-Conversational-User-Interfaces-f4d8274ab0bd.pdf,false,false,0,,,,2026-09-07T17:10:38.625252+00:00,<HTTPError 403: 'Forbidden'>
DCM-00257,"The TRISEC framework for optimizing conversational agent design across search, experience and credence service contexts",https://doi.org/10.1108/josm-10-2021-0402,https://www.emerald.com/insight/content/doi/10.1108/JOSM-10-2021-0402/full/pdf?title=the-trisec-framework-for-optimizing-conversational-agent-design-across-search-experience-and-credence-service-contexts,cc-by,hybrid,library/staging/master/DCM-00257-The-TRISEC-framework-for-optimizing-conversational-agent-design-across-search-ex-57ba32780ebb.pdf,false,false,0,,,,2026-09-07T17:10:38.653473+00:00,<HTTPError 403: 'Forbidden'>
DCM-00311,Designing Conversational Agents to Facilitate Patient-Physician Communication and Clinical Consultation,https://doi.org/10.1145/3613905.3638176,https://dl.acm.org/doi/pdf/10.1145/3613905.3638176,,gold,library/staging/master/DCM-00311-Designing-Conversational-Agents-to-Facilitate-Patient-Physician-Communication-an-364f18a7bb42.pdf,false,false,0,,,,2026-09-07T17:10:38.771108+00:00,<HTTPError 403: 'Forbidden'>
DCM-00314,Designing Conversational Agents to Support Social Prescribing for Young People,https://doi.org/10.14236/ewic/bcshci2025.28,https://www.scienceopen.com/document_file/1b872a29-9cf2-460c-9f63-1f36654fb733/ScienceOpen/292-Cho-BCSHCI25.pdf,cc-by,hybrid,library/staging/master/DCM-00314-Designing-Conversational-Agents-to-Support-Social-Prescribing-for-Young-People-cf162458bbae.pdf,false,false,0,,,,2026-09-07T17:10:38.839246+00:00,<HTTPError 403: 'Forbidden'>
DCM-01067,Desenvolvimento de Artefatos para Apoiar o Design e a Avaliação de Chatbots focando em Usabilidade e User Experience,,http://tedebc.ufma.br:8080/bitstream/tede/5135/2/Malu_Mafra.pdf,,green,library/staging/master/DCM-01067-Desenvolvimento-de-Artefatos-para-Apoiar-o-Design-e-a-Avalia-o-de-Chatbots-focan-00acafc66eac.pdf,false,false,0,,,,2026-09-07T17:10:38.897122+00:00,<HTTPError 404: 'Not Found'>
DCM-01632,An ethnographic study of visual impairments for voice user interface design,https://doi.org/10.48550/arxiv.1904.06123,https://arxiv.org/pdf/1904.06123,,green,library/staging/master/DCM-01632-An-ethnographic-study-of-visual-impairments-for-voice-user-interface-design-19d1402dca2a.pdf,true,true,848241,1a1157e9912b8f379b5cc7a9892eab489c7c62d10734e18df290195cfc8bd917,application/pdf,200,2026-09-07T17:16:42.314914+00:00,
DCM-01633,Intelligente Persönliche Assistenten (IPA) mit Voice User Interfaces (VUI) als ‚Beteiligte‘ in häuslicher Alltagsinteraktion. Welchen Aufschluss geben die Protokolldaten der Assistenzsysteme?,https://doi.org/10.21248/jfml.2021.44,https://jfml.org/article/download/44/90,cc-by-sa,diamond,library/staging/master/DCM-01633-Intelligente-Pers-nliche-Assistenten-IPA-mit-Voice-User-Interfaces-VUI-als-Betei-793689cec884.pdf,true,true,572436,2b42c74d253487c14ec82c180ab27a20933c92694a6f60e6f981ce43cb5dd582,application/pdf,200,2026-09-07T17:16:42.314914+00:00,
DCM-01634,B3-1 Analysis of User's Speech Behavior Pattern after Correction: focusing on Smartphone Voice User Interface,https://doi.org/10.5100/jje.53.s408,https://www.jstage.jst.go.jp/article/jje/53/Supplement2/53_S408/_pdf,,diamond,library/staging/master/DCM-01634-B3-1-Analysis-of-User-s-Speech-Behavior-Pattern-after-Correction-focusing-on-Sma-39e8d9066402.pdf,true,true,688431,fb3b77b3229688b9a41b8881659c7f6ba351f33223407581091ea9d1878785ca,application/pdf;charset=UTF-8,200,2026-09-07T17:16:42.322969+00:00,
DCM-01635,Ethical Self-Disclosing Voice User Interfaces for Delivery of News,https://doi.org/10.1145/3543829.3544532,https://dl.acm.org/doi/pdf/10.1145/3543829.3544532,cc-by,gold,library/staging/master/DCM-01635-Ethical-Self-Disclosing-Voice-User-Interfaces-for-Delivery-of-News-a84be76f6111.pdf,false,false,0,,,,2026-09-07T17:16:42.322969+00:00,<HTTPError 403: 'Forbidden'>
DCM-01638,Beyond Binary Gender: Navigating Gender Ambiguity in Voice User Interfaces,https://doi.org/10.47760/cognizance.2024.v04i06.008,https://doi.org/10.47760/cognizance.2024.v04i06.008,other-oa,hybrid,library/staging/master/DCM-01638-Beyond-Binary-Gender-Navigating-Gender-Ambiguity-in-Voice-User-Interfaces-d4d26684885f.pdf,false,false,0,,,,2026-09-07T17:16:42.322969+00:00,"URLError(gaierror(11001, 'getaddrinfo failed'))"
DCM-01639,Different Types of Voice User Interface Failures May Cause Different Degrees of Frustration,https://doi.org/10.48550/arxiv.2002.03582,https://arxiv.org/pdf/2002.03582,,green,library/staging/master/DCM-01639-Different-Types-of-Voice-User-Interface-Failures-May-Cause-Different-Degrees-of--99116c2a9252.pdf,true,true,254426,03ba0c79a5f4e04eb43e6e29fdfa340186c751af55fc49f7e8cbca4e678221ea,application/pdf,200,2026-09-07T17:16:42.357274+00:00,
DCM-01640,Research on Furniture Design Integrating Ming-Style Furniture Modeling Elements and Image Sensor Data: Taking Suitable Old Furniture as an Example,https://doi.org/10.1155/2022/5306491,https://downloads.hindawi.com/journals/js/2022/5306491.pdf,cc-by,hybrid,library/staging/master/DCM-01640-Research-on-Furniture-Design-Integrating-Ming-Style-Furniture-Modeling-Elements--546ab44cb183.pdf,false,false,0,,,,2026-09-07T17:16:42.590622+00:00,<HTTPError 403: 'Forbidden'>
